"Map","ID","Username","Date","Time","Quote","Hero","Game","Player.Title","Spotted.by","Notes","Year","Month","Day","Hour","Minute","Map.Type"
"Numbani",293,"JTJR008",2023-10-01,17:44:00,"""no hes a pussy""","N/A","Overwatch","Nomad","Seb","Numbani, Nomad",2023,"Oct","Sun",17,"44","Hybrid"
"Numbani",1227,"MJSith",2024-11-18,07:30:00,"""what you gonna change yours to? :O""","Soldier 76","Overwatch","Philosopher","Seb","OW Classic",2024,"Nov","Mon",7,"30","Hybrid"
"Numbani",779,"JuicyJ",2024-03-14,06:27:00," ""oh we fucked up seb lol""","Kiriko, Cassidy, Wrecking Ball","Overwatch","Mercy's Angel","Seb","MH Lovey Dovey Genji icon Endorsement 4 Terrible Tornado - Kiriko namecard gold 1 Combined gold 4 Damage",2024,"Mar","Thu",6,"27","Hybrid"
"Numbani",1123,"JDgamerVET",2024-09-12,15:18:00,"N/A","N/A","Overwatch","Nomad","Richard","Skirmish",2024,"Sep","Thu",15,"18","Hybrid"
"Numbani",677,"Jayyyyyyyy",2024-01-26,15:02:00,"N/A","Ashe","Overwatch","N/A","Richard","Comp Shanghai Dragons icon Endorsement 1",2024,"Jan","Fri",15,"02","Hybrid"
"Numbani",904,"PixelLJ2020",2024-06-06,10:21:00,"""thx yo u too""","Ramattra","Overwatch","Stalwart Hero","Seb","Nice Jay Ramattra Silhouette icon Endorsement 3 Onryō's Pets namecard private profile",2024,"Jun","Thu",10,"21","Hybrid"
"Numbani",847,"JJT",2024-04-21,13:46:00,"""gg""","Sojourn","Overwatch","N/A","Richard","QP Wrestling icon Endorsement 3 Cyber Demon namecard private profile, 2nd 20240919 Dorado Skirmish",2024,"Apr","Sun",13,"46","Hybrid"
"Numbani",3,"JAYAIMLESS",2022-09-11,17:23:00,NA,"Genji","Overwatch","N/A","Richard","",2022,"Sep","Sun",17,"23","Hybrid"
"Numbani",1120,"rjw",2024-09-11,10:03:00,"N/A","Echo","Overwatch","Nomad","Vixx","QP Season 1 Competitor icon Hammond's Wish namecard",2024,"Sep","Wed",10,"03","Hybrid"
"Numbani",885,"Aje",2024-05-22,06:51:00,"""gg""","Junkrat, Tracer","Overwatch","Hero of the Light","Seb","QP Crimson Clown icon Endorsement 5 Pulse Pistol namecard plat 2 Damage Junk main",2024,"May","Wed",6,"51","Hybrid"
"Numbani",777,"Jay",2024-03-12,15:57:00,"""Im gonna kms""","Torbjörn","Overwatch","Treasure Goblin","Richard","Did not identify",2024,"Mar","Tue",15,"57","Hybrid"
"Numbani",498,"MJISONFIRE",2023-12-12,17:40:00,"""yes"" ","Sombra","Overwatch","None","Seb","Sombra, skirmish, numbani, fellow spider man enjoyer",2023,"Dec","Tue",17,"40","Hybrid"
"Numbani",471,"JJJIGGLES",2023-12-06,18:20:00,"""only on weekends ;)""","Sombra","Overwatch","Mercy's Angel","Seb","Mercy's Angel, sombra, Numbani",2023,"Dec","Wed",18,"20","Hybrid"
"Oasis",617,"JJ4201",2024-01-09,08:11:00,"N/A","Ana","Overwatch","Tenacious Hero","Seb","Anaversary icon Endorsement 4 Nightfall Over Adlersbrunn namecard private profile",2024,"Jan","Tue",8,"11","Control"
"Oasis",305,"DESTROYERDJF",2023-10-08,07:39:00,"""DJF are my initials""","Reinhardt","Overwatch","Trickster","Seb","Custom game",2023,"Oct","Sun",7,"39","Control"
"Oasis",739,"jaybird",2024-02-19,14:14:00,"""gg""","Bastion","Overwatch","Bias Wrecker","Richard","Comp",2024,"Feb","Mon",14,"14","Control"
"Oasis",135,"JosJ",2023-04-04,17:41:00,NA,"N/A","Overwatch","None","Richard","Oasis, 2nd 20240924",2023,"Apr","Tue",17,"41","Control"
"Oasis",861,"JPKILLA",2024-04-29,10:44:00,"N/A","Bastion","Overwatch","N/A","Vixx","SPELLING UNCONFIRMED Mirrorwatch no profile",2024,"Apr","Mon",10,"44","Control"
"Oasis",662,"JWars43",2024-01-17,16:53:00,"""Manners maketh man""","N/A","Overwatch","Philosopher","Josiad","Spectator Rammatra Silhouette icon Endorsement 2 Kabuki namecard Master 5 combined Master 4 damage GM5 support",2024,"Jan","Wed",16,"53","Control"
"Oasis",738,"JYJ",2024-02-19,12:06:00,"N/A","Wrecking Ball","Overwatch","Barbarian","Richard","SPELLING UNCONFIRMED",2024,"Feb","Mon",12,"06","Control"
"Oasis",105,"JJOKAY",2023-03-06,16:08:00,"""That's me :))""","Soldier","Overwatch","Titan","Richard","Refused to give a quote, 2nd 2023-05-07 gave a quote.",2023,"Mar","Mon",16,"08","Control"
"Oasis",362,"JXACE",2023-11-04,09:05:00,NA,"N/A","Overwatch","Conquerer","Sqweryl","Oasis, Conquerer.",2023,"Nov","Sat",9,"05","Control"
"Oasis",132,"JDX",2023-03-28,12:07:00,NA,"N/A","Overwatch","Top 500 Challenger","Richard","Oasis",2023,"Mar","Tue",12,"07","Control"
"Oasis",632,"Jae",2024-01-11,11:18:00,"""two afk tanks nice"" ""worst is when they just aft like that and dont leave""","Cassidy, Solider: 76","Overwatch","Treasure Goblin","Josiad","Salty Jay Halloween Terror 2017 icon Endorsement 3 The Dead Hunger namecard private profile",2024,"Jan","Thu",11,"18","Control"
"Oasis",528,"Jay",2023-12-18,09:16:00,"N/A","Junker Queen","Overwatch","Knight","Seb","“Diamond3 Tank,  Masters4 Dps, Plat4 Support, Sigma most played hero”",2023,"Dec","Mon",9,"16","Control"
"Oasis",833,"jrachello",2024-04-11,16:57:00,"""jay-rashello""","D.Va Sigma, Doomfist, Illari","Overwatch","Betrayer","Seb","MH backfill Moira Silhouette icon Endorsement 4 Harbinger namecard private profile",2024,"Apr","Thu",16,"57","Control"
"Oasis",1209,"slaydotjay",2024-10-30,18:22:00,"""kiriko have u ever healed a day in your life or"" ""18th self suzu"" ""19th self suzu (miss)""","D.VA","Overwatch","Betrayer","Seb","Junkenstein's Lab",2024,"Oct","Wed",18,"22","Control"
"Oasis",1138,"J9MEDIA",2024-09-15,15:02:00,"N/A","N/A","Overwatch","None","Richard","Skirmish",2024,"Sep","Sun",15,"02","Control"
"Oasis",455,"JTPICKLEBOY",2023-11-29,04:22:00,"""I TURNED MYSELF INTO A PICKLE BRIG I'M PICKLE REIN""","Reinhardt","Overwatch","Neogun","Seb","Neogun, rein",2023,"Nov","Wed",4,"22","Control"
"Oasis",158,"Jaizy",2023-05-05,15:50:00,NA,"Zenyatta","Overwatch","Demigod","Richard","Custom game",2023,"May","Fri",15,"50","Control"
"Oasis",1118,"Jayro",2024-09-10,12:31:00,"N/A","Widowmaker","Overwatch","Decepticon Gladiator","Vixx","Backfill Jay QP",2024,"Sep","Tue",12,"31","Control"
"Oasis University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"Paraíso",1237,"JKiller",2024-11-26,12:12:00,"N/A","Bastion","Overwatch","None","Josiad","",2024,"Nov","Tue",12,"12","Hybrid"
"Paraíso",1168,"MRJ03",2024-09-19,17:29:00,"""Do I know you?""","Sojourn","Overwatch","Bounty Hunter","Richard","DPS, respot 20241001",2024,"Sep","Thu",17,"29","Hybrid"
"Paraíso",170,"AYEJAE",2023-05-14,14:17:00,NA,"N/A","Overwatch","N/A","Richard","Midtown",2023,"May","Sun",14,"17","Hybrid"
"Paraíso",730,"DJSEAL456",2024-02-15,12:15:00,"N/A","Reaper","Overwatch","Grandmaster Role Challenger","Seb","Comp Zaryanoversary icon Mitzi and Friends namecard",2024,"Feb","Thu",12,"15","Hybrid"
"Paraíso",469,"JBJONNYBOY",2023-12-05,17:20:00,"""who the hell is jonny boy""","N/A","Overwatch","Graverobber","Seb","Graverobber, Paraíso",2023,"Dec","Tue",17,"20","Hybrid"
"Paraíso",783,"JHIGHROLLER",2024-03-17,17:45:00,"N/A","Genji","Overwatch","Bounty Hunter","Richard","SPELLING UNCONFIRMED Comp",2024,"Mar","Sun",17,"45","Hybrid"
"Paraíso",698,"ChiefJayD",2024-01-31,17:41:00,"N/A","Lúcio","Overwatch","Medic","Seb","QP backfill no profile",2024,"Jan","Wed",17,"41","Hybrid"
"Paraíso",183,"Jhex2",2023-05-20,15:28:00,"""i dont know bro thats not me""","Kiriko","Overwatch","N/A","Richard","pariso comp, quote is response to jhex inquiry",2023,"May","Sat",15,"28","Hybrid"
"Paraíso",102,"BeaverJ",2023-03-04,06:18:00,NA,"Ashe","Overwatch","N/A","Richard","Really shitty torb player, 2nd spotting 31May2023 Numbani, 3rd 2024-02-27 ",2023,"Mar","Sat",6,"18","Hybrid"
"Paraíso",878,"JAZ",2024-05-19,12:57:00,"""JAZ are my initials"" ""gg don't look pls""","Ashe, Kiriko, Genji","Overwatch","Extraterrestrial","Seb","MH Reentry icon Endorsement 4 Mirrorwatch Overwatch namecard private profile",2024,"May","Sun",12,"57","Hybrid"
"Paraíso",381,"JBW2",2023-11-14,03:51:00,"""yes?"" ""np"" ","Roadhog","Overwatch","Adventurer","Seb","Paraíso, Adventurer, hog, 2nd sighting 2023-12-26, 3rd 2024-03-06 Havana, 4th 2023-03-13 Havana QP",2023,"Nov","Tue",3,"51","Hybrid"
"Paraíso",1163,"JKril1ex",2024-09-19,15:55:00,"""wut""","Juno","Overwatch","None","Richard","Skirmish",2024,"Sep","Thu",15,"55","Hybrid"
"Paraíso",295,"DRBEEJAIE",2023-10-02,04:17:00,"""si papi. biscuits""","N/A","Overwatch","Vulture","Seb","Paraíso, Vulture",2023,"Oct","Mon",4,"17","Hybrid"
"Paraíso",756,"bugjts",2024-02-28,07:31:00,"N/A","Genji","Overwatch","Harbinger","Seb","Genji Parkour custom Goldborg icon Endorsement 2 Genji - Tier 2 namecard platinum 5 Tank gold 1 Damage",2024,"Feb","Wed",7,"31","Hybrid"
"Paraíso",1148,"JPjehuty",2024-09-16,16:45:00,"N/A","N/A","Overwatch","Kaiju","Richard","Lvl 4 endorsement, lvl 1094, skirmish",2024,"Sep","Mon",16,"45","Hybrid"
"Paraíso",327,"JMCX23",2023-10-17,17:29:00,NA,"N/A","Overwatch","Subjugator","Richard","Paraíso, Ball icon, dps",2023,"Oct","Tue",17,"29","Hybrid"
"Paraíso",499,"JJBLT",2023-12-13,05:05:00,"""yes"" ","Soldier","Overwatch","None","Seb","Soldier, Paraíso, no name tag",2023,"Dec","Wed",5,"05","Hybrid"
"Paraíso",430,"KoopaJ10",2023-11-23,07:32:00,"""i like the vhs ones tho"" ","N/A","Overwatch","Diamond Role Challenger","Seb","Diamond role challenger, dps, Paraíso",2023,"Nov","Thu",7,"32","Hybrid"
"Paraíso",578,"njt914",2023-12-29,13:58:00,"""Lol do it""","D.Va","Overwatch","N/A","Seb","Talking about Torb cum",2023,"Dec","Fri",13,"58","Hybrid"
"Paraíso",720,"IHJ",2024-02-08,10:47:00,"N/A","Zarya","Overwatch","N/A","Josiad","Back filled Jay Punchimari icon Endorsement 3 Ball main",2024,"Feb","Thu",10,"47","Hybrid"
"Paraíso",115,"JayyDogg",2023-03-16,17:23:00,"""Oh cool"" ""ok""","N/A","Overwatch","Sentinel of Hades","Richard","Was a good sport on brazil payload map, 2nd sighting 2023-11-19, 3rd sighting 2024-02-07",2023,"Mar","Thu",17,"23","Hybrid"
"Paraíso",686,"JCVSTEALTH",2024-01-29,13:41:00,"N/A","Doomfist","Overwatch","World Eater","Josiad","Jordan icon Endorsement 3 Arctic Beast namecard #256 Tank GM 3 Damage GM 4 Support",2024,"Jan","Mon",13,"41","Hybrid"
"Paraíso",1167,"JTA",2024-09-19,17:29:00,"N/A","N/A","Overwatch","Eldritch Nightmare","Richard","DPS",2024,"Sep","Thu",17,"29","Hybrid"
"Paraíso",99,"KJ117",2023-02-25,13:14:00,NA,"N/A","Overwatch","Streetrunner","Richard","",2023,"Feb","Sat",13,"14","Hybrid"
"Paraíso",663,"JF4",2024-01-17,17:39:00,"N/A","Kiriko","Overwatch","Peasant","Josiad","OWWC CHN icon Endorsement 2 OWWC CHN namecard private profile",2024,"Jan","Wed",17,"39","Hybrid"
"Paris",603,"Ahhhj",2024-01-04,10:48:00,"N/A","Kiriko","Overwatch","Vulture","Seb","Queue DM",2024,"Jan","Thu",10,"48","Other"
"Paris",1042,"jayhuman",2024-08-11,15:52:00,"N/A","Junkrat","Overwatch","None","Seb","Queue DM Junkrat Silhouette Endorsement 3 Mitzi and Friends namecard private profile",2024,"Aug","Sun",15,"52","Other"
"Paris",682,"jlcolon98 ",2024-01-27,09:35:00,"N/A","Cassidy","Overwatch","N/A","Seb","Queue DM Year of the Tiger 2022 icon Endorsement 3 private profile",2024,"Jan","Sat",9,"35","Other"
"Paris",131,"Jeigh",2023-03-27,15:47:00,NA,"N/A","Overwatch","N/A","Richard","Found in TDM",2023,"Mar","Mon",15,"47","Other"
"Paris",627,"Jzed04",2024-01-10,08:47:00,"N/A","Hanzo","Overwatch","N/A","Seb","Queue DM ",2024,"Jan","Wed",8,"47","Other"
"Paris",545,"JNarga",2023-12-21,18:11:00,"“KARLACH GANG”","Cassidy","Overwatch","N/A","Seb","Asked them about their first Baldur's Gate 3 romance in VC",2023,"Dec","Thu",18,"11","Other"
"Paris",538,"Midnightajo",2023-12-19,12:41:00,"""i refuse to elaborate""","Hanzo","Overwatch","Harbinger","Seb","Unsure if this is a Jay because ""ajo"" is Spanish for garlic [ah-ho]",2023,"Dec","Tue",12,"41","Other"
"Paris",806,"xSeaJayy",2024-03-29,06:11:00,"N/A","Lúcio","Overwatch","N/A","Seb","Queue DM Snow Pals icon Endorsement 4 Great Waves namecard Mercy main",2024,"Mar","Fri",6,"11","Other"
"Paris",1069,"oreojj",2024-08-19,11:36:00,"""golden easy""","N/A","Overwatch","Butcher","Seb","Queue Skirmish Anniversary 2017 icon Endorsement 4 Golden Dragon namecard private profile",2024,"Aug","Mon",11,"36","Other"
"Paris",622,"GunsoJ",2024-01-09,14:35:00,"N/A","N/A","Overwatch","Philosopher","Josiad","DM Season 30 Competitor icon Endorsement 4 Lifeweaver Pansexual Pride namecard diamond 4 tank plat 5 damage plat 2 support",2024,"Jan","Tue",14,"35","Other"
"Paris",458,"D2JZ",2023-11-29,05:51:00,"""hey pookies""","Kiriko","Overwatch","Medic","Seb","Medic, paris",2023,"Nov","Wed",5,"51","Other"
"Paris",504,"JMASTERMTD",2023-12-13,NA,NA,"N/A","Overwatch","N/A","Seb","Deathmatch, paris",2023,"Dec","Wed",NA,NA,"Other"
"Paris",742,"AM0URJ",2024-02-22,05:07:00,"""good morning sebbo""","Lifeweaver","Overwatch","Peasant","Seb","Chill/Kill Custom OWWC CHI icon Endorsement 3 Slime Caves namecard private profile",2024,"Feb","Thu",5,"07","Other"
"Paris",558,"LJ1120",2023-12-24,12:50:00,"N/A","Junkrat","Overwatch","Neogun","Seb","Queue Deathmatch",2023,"Dec","Sun",12,"50","Other"
"Paris",809,"jpm",2024-03-29,06:39:00,"N/A","Venture","Overwatch","Tracker","Seb","Queue DM Season 33 Competitor icon Endorsement 4 Faye Valentine namecard private profile, 2nd sighting 2024-04-20",2024,"Mar","Fri",6,"39","Other"
"Paris",1054,"Te-3H84J",2024-08-14,16:21:00,"N/A","Zarya","Overwatch","None","Seb","Queue DM Ghostymari icon Endorsement 4 private profile",2024,"Aug","Wed",16,"21","Other"
"Paris",141,"JTP",2023-04-08,18:26:00,"""yesd\""","Brig","Overwatch","N/A","Richard","Found in TDM",2023,"Apr","Sat",18,"26","Other"
"Paris",1038,"Jzed04",2024-08-10,03:35:00,"N/A","Sombra","Overwatch","Easy Prey","Seb","Queue DM Goldrat icon Endorsement 4 Junkrat - Tier 3 namecard private profile",2024,"Aug","Sat",3,"35","Other"
"Paris",685,"JayC29",2024-01-29,10:43:00,"N/A","Reinhardt","Overwatch","Treasure Goblin","Seb","Chill Kill Custom ",2024,"Jan","Mon",10,"43","Other"
"Paris",176,"jcub",2023-05-16,11:10:00,NA,"N/A","Overwatch","N/A","Richard","Team deathmatch",2023,"May","Tue",11,"10","Other"
"Paris",832,"DjKingu",2024-04-11,16:45:00,"N/A","Doomfist","Overwatch","N/A","Seb","Queue DM Infinite Seer icon Endorsement 3 Zeus namecard private profile",2024,"Apr","Thu",16,"45","Other"
"Paris",568,"Jdmghost",2023-12-28,07:50:00,"N/A","N/A","Overwatch","N/A","Seb","",2023,"Dec","Thu",7,"50","Other"
"Paris",1026,"jjtooslick",2024-08-06,10:45:00,"N/A","Reaper","Overwatch","N/A","Seb","Queue DM Crimson Clown icon Endorsement 1 The Dead Hunger namecard private profile",2024,"Aug","Tue",10,"45","Other"
"Petra",425,"RagingJay",2023-11-22,11:06:00,"“?” “anything” “why”","N/A","Overwatch","N/A","Seb","Deathmatch Petra",2023,"Nov","Wed",11,"06","Other"
"Petra",856,"JMan",2024-04-28,16:35:00,"N/A","Cassidy","Overwatch","N/A","Seb","Queue DM Oni icon Endorsement 2 Synthwave namecard private profile",2024,"Apr","Sun",16,"35","Other"
"Petra",572,"ProfessorJC0",2023-12-29,18:55:00,"""what's up""","Widowmaker","Overwatch","Gorgon","Seb","Queue DM Bride icon Endorsement 2 Deathly Blossom namecard plat 3 tank plat 4 damage gold 3 support",2023,"Dec","Fri",18,"55","Other"
"Petra",819,"RagingJay",2024-04-02,03:50:00,"N/A","Mauga","Overwatch","Mortal","Seb","Queue DM Orisa icon Endorsement 3 Black Metal namecard private profile",2024,"Apr","Tue",3,"50","Other"
"Petra",595,"HunnyJ",2024-01-01,17:01:00,"N/A","Hanzo","Overwatch","Stalwart Hero","Seb","Queue DM Punchimari icon Endorsement 3 private profile",2024,"Jan","Mon",17,"01","Other"
"Petra",564,"santiagojc55",2023-12-28,04:30:00,"N/A","N/A","Overwatch","N/A","Seb","Queue DM",2023,"Dec","Thu",4,"30","Other"
"Petra",472,"JWEST96",2023-12-06,19:20:00,"""no""","N/A","Overwatch","N/A","Seb","Deathmatch Petra",2023,"Dec","Wed",19,"20","Other"
"Petra",697,"JA550",2024-01-31,17:37:00,"N/A","N/A","Overwatch","N/A","Seb","Queue DM Puhyu icon Endorsement 3 Orisa - Tier 1 namecard private profile",2024,"Jan","Wed",17,"37","Other"
"Petra",628,"Jhangry",2024-01-10,11:34:00,"N/A","Lúcio","Overwatch","Druid","Seb","Queue DM",2024,"Jan","Wed",11,"34","Other"
"Petra",916,"MRJPepin",2024-06-10,06:30:00,"N/A","Junker Queen","Overwatch","N/A","Seb","Queue DM Vengeance icon Endorsement 1 Mirrorwatch Overwatch namecard private profile",2024,"Jun","Mon",6,"30","Other"
"Petra",694,"kyliejay",2024-01-31,16:50:00,"N/A","Mercy","Overwatch","Rebel","Seb","Queue DM Deadlocke Ashe icon Endorsement 4 Mitzi and Friends namecard private profile, 2nd sighting 2024-02-06",2024,"Jan","Wed",16,"50","Other"
"Petra",619,"pngdotjpeg",2024-01-09,09:13:00,"N/A","Genji","Overwatch","Hero of the Light","Seb","",2024,"Jan","Tue",9,"13","Other"
"Petra",695,"Jaybrid",2024-01-31,16:50:00,"N/A","N/A","Overwatch","Aerial Hunter","Seb","Queue DM Echo icon Endorsement 5 Onryō's Pets namecard private profile",2024,"Jan","Wed",16,"50","Other"
"Petra",759,"PeachyJay513",2024-02-29,10:03:00,"N/A","Mauga","Overwatch","Harbinger","Seb","Queue DM Winter Wonderland 2022 icon Endorsement 5 Harbinger namecard private profile",2024,"Feb","Thu",10,"03","Other"
"Petra",648,"BLOODTHIRSTJ",2024-01-15,15:58:00,"N/A","Mauga","Overwatch","Titan","Josiad","Spelling unconfirmed Queue DM Tatau icon Endorsement 4 Longhorn namecard private profile",2024,"Jan","Mon",15,"58","Other"
"Petra",271,"JT3600",2023-09-19,08:42:00,NA,"Kiriko","Overwatch","N/A","Seb","Kiriko deathmatch",2023,"Sep","Tue",8,"42","Other"
"Petra",674,"tjcashin",2024-01-25,09:49:00,"N/A","Doomfist","Overwatch","Daimon","Seb","Queue DM Season 3 Competitor icon Endorsement 2 Queen Cobra namecard private profile",2024,"Jan","Thu",9,"49","Other"
"Petra",422,"JFKxperience",2023-11-22,09:44:00,"""uwu""","N/A","Overwatch","N/A","Seb","Deathmatch Petra",2023,"Nov","Wed",9,"44","Other"
"Petra",554,"JYTHG",2023-12-24,06:27:00,"N/A","Junkrat","Overwatch","N/A","Seb","",2023,"Dec","Sun",6,"27","Other"
"Petra",881,"BlueJy",2024-05-20,15:58:00,"N/A","Echo","Overwatch","Overwatch Agent","Seb","Queue DM Mocca icon Endorsement 5 Asexual Pride namecard gold 3 Combined gold 2 Tank gold 4 Damage gold 1 Support",2024,"May","Mon",15,"58","Other"
"Petra",569,"ljz0606",2023-12-28,08:04:00,"N/A","Mauga","Overwatch","N/A","Seb","Queue DM Year of the Rooster icon Endorsement 1",2023,"Dec","Thu",8,"04","Other"
"Petra",374,"JDankM",2023-11-13,06:03:00,"""oh ya big weed guy""","N/A","Overwatch","N/A","Seb","Deathmatch",2023,"Nov","Mon",6,"03","Other"
"Petra",342,"STINGEMANINJ",2023-10-27,06:36:00,"""stingy man j""","Soldier","Overwatch","N/A","Seb","Team deathmatch",2023,"Oct","Fri",6,"36","Other"
"Petra",596,"JRoyFrmDaRaq",2024-01-01,17:03:00,"N/A","N/A","Overwatch","All-Star","Seb","Queue DM Demolition icon Endorsement 3 Queen Cobra namecard plat 1 tank gold 5 damage gold 4 support",2024,"Jan","Mon",17,"03","Other"
"Petra",998,"Jay",2024-07-21,17:40:00,"""Sebbo"" ""what? logged?""","Brigitte","Overwatch","Angel of Vengeance","Seb","Unique Jay QP DM 2019 Atlantic All-Stars icon Endorsement 4 Celestial namecard diamond 3 Tank diamond 4 Damage diamond 1 Support Tracer main",2024,"Jul","Sun",17,"40","Other"
"Rialto",210,"Jaycubz",2023-06-12,14:39:00,NA,"Widowmaker","Overwatch","Medic","Vixx","backfilled a backfill game he got 6 kills on widow ",2023,"Jun","Mon",14,"39","Payload"
"Rialto",448,"JcMaybe",2023-11-28,09:35:00,"""something in chat""","Mercy","Overwatch","None","Seb","Mercy, Rialto, no nametag",2023,"Nov","Tue",9,"35","Payload"
"Rialto",255,"JBOT",2023-09-03,19:48:00,NA,"N/A","Overwatch","Adept Competitor","Richard","Rialo, Adept competitor",2023,"Sep","Sun",19,"48","Payload"
"Rialto",189,"YAJ",2023-05-25,19:02:00,NA,"N/A","Overwatch","Extraterrestrial","Richard","Extraterrestrial tag",2023,"May","Thu",19,"02","Payload"
"Rialto",625,"DjDannyDowns",2024-01-10,06:34:00,"""sry i'm hitting the server with some savage bitrate beats""","Symmetra","Overwatch","N/A","Seb","Played music in VC all game cool guy all around",2024,"Jan","Wed",6,"34","Payload"
"Rialto",103,"Jayde",2023-03-04,09:54:00,"""yeah i'm sweatin""","Mercy","Overwatch","None","Richard","Mercy otp, 2nd 2024-01-17",2023,"Mar","Sat",9,"54","Payload"
"Rialto",363,"Rialto, Sage, Bastion. 2nd 20240922",2023-11-04,09:05:00,NA,"Bastion","Overwatch","Sage","Sqweryl","Rialto, Sage, Bastion.",2023,"Nov","Sat",9,"05","Payload"
"Rialto",382,"AJdoubleU",2023-11-14,13:32:00,"""Great question"" ""ツ""","N/A","Overwatch","Cupid's Arrow","Richard","Cupid's Arrow, support, Rialto, 2nd sighting 2024-07-10 ",2023,"Nov","Tue",13,"32","Payload"
"Rialto",1169,"CJsmoothies",2024-09-21,15:36:00,"N/A","Baptiste","Overwatch","None","Richard","Skirmish",2024,"Sep","Sat",15,"36","Payload"
"Rialto",681,"Jking257131",2024-01-27,09:29:00,"""Yeah"" ""fuck this""","Echo","Overwatch","N/A","Seb","MH real king Jay Clown icon Endorsement 3 private profile",2024,"Jan","Sat",9,"29","Payload"
"Rialto",144,"JDavid",2023-04-13,08:48:00,NA,"Soldier","Overwatch","Master Role Challenger","Richard","Found in custom games",2023,"Apr","Thu",8,"48","Payload"
"Rialto",548,"JJBoy",2023-12-22,10:40:00,"""word""","Doomfist","Overwatch","N/A","Basileus","",2023,"Dec","Fri",10,"40","Payload"
"Rialto",576,"JayRay429",2023-12-29,06:32:00,"""idk there are many"" ""i do like cats a lot""","Torbjörn","Overwatch","Scavenger","Seb","Queue DM",2023,"Dec","Fri",6,"32","Payload"
"Rialto",713,"KieraJJ",2024-02-06,10:29:00,"N/A","Mercy","Overwatch","Magical Dragon","Seb","MH leaver Scion icon Endorsement 5 Mitzi and Friends namecard private profile",2024,"Feb","Tue",10,"29","Payload"
"Rialto",993,"JDash",2024-07-19,17:12:00,"""wat""","Juno","Overwatch","Platinum Tank","Richard","Josiah Jay QP",2024,"Jul","Fri",17,"12","Payload"
"Rialto",1093,"WARUJ",2024-08-31,08:22:00,"N/A","Cassidy, Venture","Overwatch","Nomad","Richard","SPELLING UNCONFIRMED QP Dr. Ziegler icon Endorsement 3 Llama Pajamas namecard private profile",2024,"Aug","Sat",8,"22","Payload"
"Rialto",399,"AJTXRanger",2023-11-17,12:56:00,"""about $3.50""","N/A","Overwatch","Trickster","Richard","Trickster, Tank, Rialto, Total mayhem",2023,"Nov","Fri",12,"56","Payload"
"Rialto",747,"JMoney",2024-02-26,10:49:00,"N/A","Genji","Overwatch","N/A","Seb","NOT Jmoney Rainbow icon Endorsement 4 Intersex-Exclusive Progress Pride namecard private profile",2024,"Feb","Mon",10,"49","Payload"
"Rialto",279,"ScrubsAJ",2023-09-25,15:17:00,NA,"Bastion","Overwatch","None","Richard","Rialto, Bastion, no nametag",2023,"Sep","Mon",15,"17","Payload"
"Rialto",110,"TimJOwO",2023-03-08,17:36:00,"""TimJ""","Reinhardt","Overwatch","Diamond Challenger","Richard","Rialto rein player",2023,"Mar","Wed",17,"36","Payload"
"Rialto",1143,"jmachine",2024-09-16,11:34:00,"N/A","Widowmaker","Overwatch","None","Richard","Skirmish, private profile",2024,"Sep","Mon",11,"34","Payload"
"Rialto",261,"Jaysin",2023-09-12,15:01:00,"""im lost""","N/A","Overwatch","Rebel","Richard","illari on rialto 2nd 2023-09-18",2023,"Sep","Tue",15,"01","Payload"
"Route 66",859,"Jayem",2024-04-29,18:25:00,"""jay then em yurr"" ""gg"" ""huh""","Widowmaker","Overwatch","Knight","Seb","MH 0 deaths Black Hole icon Endorsement 5 private profile",2024,"Apr","Mon",18,"25","Payload"
"Route 66",1219,"Jsf",2024-11-12,16:02:00,"N/A","Widowmaker","Overwatch","None","Richard","6v6 classic event",2024,"Nov","Tue",16,"02","Payload"
"Route 66",1161,"JTHE",2024-09-19,15:35:00,"N/A","Genji","Overwatch","Angel of Vengeance","Richard","Skirmish, level 5 endorsement, brig player, level 568",2024,"Sep","Thu",15,"35","Payload"
"Route 66",758,"SmugJC",2024-02-29,10:02:00,"N/A","Junker Queen","Overwatch","Medic","Seb","Chill/Kill Custom Wedjat icon Endorsement 5 Llama Dreams namecard private profile",2024,"Feb","Thu",10,"02","Payload"
"Route 66",1048,"bfairjr",2024-08-12,05:42:00,"""ty""","Doomfist","Overwatch","None","Seb","QP Anniversary 2017 icon Endorsement 3 private profile",2024,"Aug","Mon",5,"42","Payload"
"Route 66",845,"DJFOWLER",2024-04-20,15:41:00,"""Im not gonna lie to you sebbo absolutely not"" ""a real dj wins those""","Moira","Overwatch","N/A","Seb","Fake DJ Jay Comp Lich King icon Endorsement 3 private profile",2024,"Apr","Sat",15,"41","Payload"
"Route 66",416,"CJDaCookeCat",2023-11-21,17:58:00,"""hrm""","N/A","Overwatch","Stalwart Hero","Seb","Route 66 Stalwart Hero support",2023,"Nov","Tue",17,"58","Payload"
"Route 66",272,"MATTHEWJAYSLAY",2023-09-19,16:57:00,NA,"N/A","Overwatch","Neogun","Seb","Tank, Blizz world, Neogun",2023,"Sep","Tue",16,"57","Payload"
