"ID","Username","Date","Time","Quote","Hero","Game","Map","Player.Title","Spotted.by","Notes","Year","Month","Day","Hour","Minute"
777,"Jay",2024-03-12,15:57:00,"""Im gonna kms""","Torbjörn","Overwatch","Numbani","Treasure Goblin","Richard","Did not identify",2024,"Mar","Tue",15,"57"
778,"JLOOKOUTTTV",2024-03-12,17:07:00,"""the aim is stored in the balls""","N/A","Overwatch","Dorado ","N/A","Richard","QP DPS",2024,"Mar","Tue",17,"07"
779,"JuicyJ",2024-03-14,06:27:00," ""oh we fucked up seb lol""","Kiriko, Cassidy, Wrecking Ball","Overwatch","Numbani","Mercy's Angel","Seb","MH Lovey Dovey Genji icon Endorsement 4 Terrible Tornado - Kiriko namecard gold 1 Combined gold 4 Damage",2024,"Mar","Thu",6,"27"
780,"jpcell",2024-03-14,06:27:00,"""Suge Night is a good music exec"" ""he gives all of his rappers his best shot""","Brigitte, Lifeweaver, Orisa","Overwatch","Numbani","Stalwart Hero","Seb","MH Respotted next game Have Fish icon Endorsement 4 private profile",2024,"Mar","Thu",6,"27"
781,"AJG528",2024-03-14,12:14:00,"N/A","Inara","Paladins","Serpent Beach","Mass of Tentacles","Vixx","",2024,"Mar","Thu",12,"14"
782,"JSKG02",2024-03-17,04:29:00,"N/A","Doomfist","Overwatch","Dorado ","N/A","Seb","Queue DM Formal icon Endorsement 4 Grand Remains namecard private profile",2024,"Mar","Sun",4,"29"
783,"JHIGHROLLER",2024-03-17,17:45:00,"N/A","Genji","Overwatch","Paraíso","Bounty Hunter","Richard","SPELLING UNCONFIRMED Comp",2024,"Mar","Sun",17,"45"
784,"DJZOMBIE",2024-03-18,03:08:00,"""yeh"" ""dva bro i need space damn""","Lúcio","Overwatch","Dorado ","Medic","Seb","QP Cute Lúcio icon Endorsement 3 Triple Pachimari namecard plat 2 Support",2024,"Mar","Mon",3,"08"
785,"ajk8934",2024-03-18,09:57:00,"N/A","Widowmaker, Genji","Overwatch","Havana","Magical Dragon","Seb","QP Hot Cocoa icon Endorsement 5 Nightfall Over Adlersbrunn namecard private profile",2024,"Mar","Mon",9,"57"
786,"DynamicJC",2024-03-18,12:38:00,"N/A","Illari","Overwatch","Château Guillard","N/A","Seb","Queue DM Lúciouro icon Endorsement 2 Lúcio main",2024,"Mar","Mon",12,"38"
787,"fkjt",2024-03-19,03:32:00,"N/A","Doomfist","Overwatch","Workshop Chamber","Nomad","Seb","1 Dad 11 Kids Custom Rainbow icon Endorsement 3 Synthwave namecard private profile",2024,"Mar","Tue",3,"32"
788,"Jmoneysmooth",2024-03-19,03:37:00,"N/A","Reinhardt, Junker Queen","Overwatch","Colosseo","N/A","Seb","QP You Are Not Prepared icon Endorsement 2 Faye Valentine namecard private profile",2024,"Mar","Tue",3,"37"
789,"DrDeathJJTP",2024-03-19,14:22:00,"N/A","Mr. Beast","Fortnite","Plankerton","N/A","Seb","Retrieve the Data V-bucks",2024,"Mar","Tue",14,"22"
790,"jRaudas",2024-03-20,18:29:00,"N/A","Furia","Paladins","Frostbite Cavern","We're so Buck","verdantJay","2nd sighting 2024-03-22 Greenwood",2024,"Mar","Wed",18,"29"
791,"thatdudejp",2024-03-20,14:39:00,"""that""","Bastion, Wrecking Ball, Winston","Overwatch","Circuit Royal","N/A","Seb","MH Yache Fighting icon Endorsement 3 Celestial namecard private profile",2024,"Mar","Wed",14,"39"
792,"JuicyJ",2024-03-21,18:25:00,"N/A","Reaper","Overwatch","Midtown","Mercy's Angel","Seb","QP Lovey Dovey Genji icon Endorsement 4 Terrible Tornado - Kiriko namecard gold 1 Combined gold 3 Damage",2024,"Mar","Thu",18,"25"
793,"mjbaker1",2024-03-21,18:31:00,"N/A","D.Va","Overwatch","Samoa","Stalwart Hero","Seb","Queue DM Anniversary 2017 icon Endorsement 2 private profile",2024,"Mar","Thu",18,"31"
794,"Jbusiness",2024-03-21,17:43:00,"""gg""","Sombra","Overwatch","Esperança","N/A","Richard","Comp",2024,"Mar","Thu",17,"43"
795,"CJT0511",2024-03-22,10:07:00,"N/A","Bastion, Brigitte, Mercy","Overwatch","King's Row","Fearmonger","Seb","MH 2nd sighting next game",2024,"Mar","Fri",10,"07"
796,"DJCamieCam",2024-03-23,12:28:00,"N/A","Doomfist","Overwatch","Malevento","Assassin","Seb","Queue DM Questwatch Heart icon Endorsement 4 Slime Caves namecard private profile",2024,"Mar","Sat",12,"28"
797,"JAYEPSTEIN",2024-03-25,09:55:00,"N/A","Mauga","Overwatch","Suravasa","N/A","Vixx","SPELLING UNCONFIRMED QP",2024,"Mar","Mon",9,"55"
798,"jmgata",2024-03-26,13:20:00,"N/A","Terminus","Paladins","Jaguar Falls","Brought Back Payload","Vixx","2nd sighting 2024-03-26 Jaguar Falls",2024,"Mar","Tue",13,"20"
799,"Jbee100",2024-03-26,15:02:00,"N/A","Reinhardt","Overwatch","Workshop Chamber","Mischievous Fox","Richard","4v4 Nano Custom ",2024,"Mar","Tue",15,"02"
800,"LoLJay",2024-03-27,15:52:00,"""..."" ""I am just gonna dance in the spawn...""","Zarya","Overwatch","Blizzard World","Stalwart Hero","Richard","Open Queue, 2nd sighting 2024-03-30, 3rd 2024-04-06",2024,"Mar","Wed",15,"52"
801,"DJAnanas",2024-03-27,16:33:00,"N/A","Sombra, Bastion, Hanzo","Overwatch","Hollywood","MEKA Ace","Seb","Comp Turtle Ship icon Endorsement 5 Cyber Demon namecard private profile",2024,"Mar","Wed",16,"33"
802,"JLSHANKS",2024-03-28,17:17:00,"N/A","Ana","Overwatch","Lijiang Tower","N/A","Richard","1v1 Custom no profile",2024,"Mar","Thu",17,"17"
803,"JayCleverly",2024-03-28,17:43:00,"N/A","N/A","Overwatch","Eichenwalde","N/A","Richard","Infection Custom Bastion Silhouette icon Endorsement 1 Cosmic Skyline namecard Support main",2024,"Mar","Thu",17,"43"
804,"smashboyj",2024-03-29,06:18:00,"""No food or movies? Im outta here, I like running better...""","Venture","Overwatch","Route 66","Titan","Richard","Top 138 Tank, M4 dps, GM5 support. Lvl 17 Echo, Lvl 19 sigma, Lvl 19 Winston. OW1 rank 17 plat star. OW2 level 624. 2141 competitive hours. Level 3 endorsement.",2024,"Mar","Fri",6,"18"
805,"HedgehogJ",2024-03-29,18:48:00,"N/A","N/A","Overwatch","N/A","Officer","Richard","Custom Lovey Dovey Genji icon Endorsement 2 Sakura namecard private profile",2024,"Mar","Fri",18,"48"
806,"xSeaJayy",2024-03-29,06:11:00,"N/A","Lúcio","Overwatch","Paris","N/A","Seb","Queue DM Snow Pals icon Endorsement 4 Great Waves namecard Mercy main",2024,"Mar","Fri",6,"11"
807,"jdpro5659",2024-03-29,06:18:00,"N/A","Mei","Overwatch","Nepal Village","Conqueror","Seb","1 Dad 11 Kids Custom Cute Genji icon Endorsement 3 Strawberry Shortcake namecard private profile",2024,"Mar","Fri",6,"18"
808,"KINGJDMendz",2024-03-29,06:19:00,"N/A","Mercy","Overwatch","Junkertown","N/A","Seb","Skirmish Cerberus icon Endorsement 2 private profile",2024,"Mar","Fri",6,"19"
809,"jpm",2024-03-29,06:39:00,"N/A","Venture","Overwatch","Paris","Tracker","Seb","Queue DM Season 33 Competitor icon Endorsement 4 Faye Valentine namecard private profile, 2nd sighting 2024-04-20",2024,"Mar","Fri",6,"39"
810,"Jay",2024-03-29,06:40:00,"N/A","Wrecking Ball, Genji","Overwatch","Dorado","Star Pilot","Seb","MH leaver didn't confirm if repeat Jay Happy Squid icon Endorsement 4 private profile",2024,"Mar","Fri",6,"40"
811,"VandyJG25",2024-03-29,16:02:00,"N/A","Ying","Paladins","Bazaar","Of the Ska'drin","Vixx","Onslaught respot — 20241001",2024,"Mar","Fri",16,"02"
812,"JThomas420",2024-03-31,08:49:00,"N/A","Zenyatta","Overwatch","Malevento","Bounty Hunter","Seb","Queue DM Galactic Emperor icon Endorsement 3 Support main",2024,"Mar","Sun",8,"49"
813,"HughJLoad",2024-03-31,08:50:00,"N/A","N/A","Overwatch","Malevento","Cosmic Being","Seb","Queue DM Matsuri icon Endorsement 3 Harbinger namecard Support main",2024,"Mar","Sun",8,"50"
814,"f2013j",2024-03-31,12:20:00,"N/A","Moira","Overwatch","Workshop Island","N/A","Seb","Gun Game Custom Cybermari icon Endorsement 2 Mitzi and Friends namecard private profile",2024,"Mar","Sun",12,"20"
815,"EuphoniumJC",2024-04-01,14:00:00,"N/A","Lifeweaver","Overwatch","Suravasa","Disciple","Vixx","Balanced QP",2024,"Apr","Mon",14,"00"
816,"Ljay",2024-04-01,14:00:00,"N/A","N/A","Overwatch","Suravasa","N/A","Vixx","Balanced QP",2024,"Apr","Mon",14,"00"
817,"MissJaydapie",2024-04-02,18:23:00,"N/A","Doomfist, Sombra, Zenyatta, Junkrat","Overwatch","Junkertown","N/A","Seb","MH backfill Mardi Grashe icon Endorsement 4 Mei main",2024,"Apr","Tue",18,"23"
818,"jp5jp",2024-04-02,18:30:00,"N/A","Ana, Widowmaker, Mercy, Mei, Zarya","Overwatch","Colosseo","N/A","Seb","MH ramen icon Endorsement 3 private profile",2024,"Apr","Tue",18,"30"
819,"RagingJay",2024-04-02,03:50:00,"N/A","Mauga","Overwatch","Petra","Mortal","Seb","Queue DM Orisa icon Endorsement 3 Black Metal namecard private profile",2024,"Apr","Tue",3,"50"
820,"Ajthesaiyan4",2024-04-02,04:24:00,"N/A","Sombra","Overwatch","Malevento","Betrayer","Seb","Queue DM D.Va Silhouette icon Endorsement 1 Tracer - Tier 2 namecard private profile",2024,"Apr","Tue",4,"24"
821,"Comp Siege, 2nd 2024-08-14 Throne",2024-04-03,14:14:00,"N/A","Lillith","Paladins","Timber Mill","Harbinger of the End","Vixx","Comp Siege",2024,"Apr","Wed",14,"14"
822,"JVL Fam",2024-04-03,15:02:00,"N/A","Golden Dredge","Paladins","Stonekeep","Admiral of the Abyss","Vixx","Spotted 2 more times same night, Comp Siege",2024,"Apr","Wed",15,"02"
823,"SparkJD47",2024-04-03,17:21:00,"""Did black guy kill him he's taking all my money""","D.Va","Overwatch","Antarctic Peninsula ","N/A","Seb","Comp Badminton icon Endorsement 3 private profile",2024,"Apr","Wed",17,"21"
824,"princejrc",2024-04-04,15:06:00,"N/A","Riftstorm Hoodie Catalyst","Fortnite","SS Industrial Park","N/A","Seb","Ride the Lightning Venture",2024,"Apr","Thu",15,"06"
825,"JaYmEx616",2024-04-09,11:10:00,"N/A","Kiriko","Overwatch","Workshop Chamber","Bias Wrecker","Seb","1 Dad 11 Kids Custom Knot icon Endorsement 1 Gay Pride namecard private profile",2024,"Apr","Tue",11,"10"
826,"MazelJ",2024-04-09,11:12:00,"N/A","Pharah","Overwatch","Workshop Chamber","Conqueror","Seb","1 Dad 11 Kids Custom Goddess icon Endorsement 5 Broken Planet namecard private profile",2024,"Apr","Tue",11,"12"
827,"JEIEAJAOHJDIUSA",2024-04-09,16:00:00,"N/A","Lian","Paladins","Dragon Arena","Get in the Godslayer, Champion","Vixx","TDM",2024,"Apr","Tue",16,"00"
828,"SOLRJ",2024-04-09,13:43:00,"N/A","Ana","Overwatch","Samoa","Medic","Vixx","SPELLING UNCONFIRMED QP",2024,"Apr","Tue",13,"43"
829,"J leader 1985",2024-04-10,16:00:00,"""Help!""","Cassie ""Clip"" Lipman","Fortnite","SS Beach","N/A","Seb","Ride the Lightning Venture",2024,"Apr","Wed",16,"00"
830,"JAYSUAVE6",2024-04-11,08:47:00,"N/A","Cassidy","Overwatch","Circuit Royal","Neogun","Vixx","SPELLING UNCONFIRMED Halloween Terror 2021 icon Synthwave namecard",2024,"Apr","Thu",8,"47"
831,"NITSUJ",2024-04-11,14:29:00,"N/A","Genji","Overwatch","New Queen Street","N/A","Vixx","Not NitsuJ Role Comp Halloween Terror 2023 icon Cyber Demon namecard",2024,"Apr","Thu",14,"29"
832,"DjKingu",2024-04-11,16:45:00,"N/A","Doomfist","Overwatch","Paris","N/A","Seb","Queue DM Infinite Seer icon Endorsement 3 Zeus namecard private profile",2024,"Apr","Thu",16,"45"
833,"jrachello",2024-04-11,16:57:00,"""jay-rashello""","D.Va Sigma, Doomfist, Illari","Overwatch","Oasis","Betrayer","Seb","MH backfill Moira Silhouette icon Endorsement 4 Harbinger namecard private profile",2024,"Apr","Thu",16,"57"
834,"John316 KJV8866",2024-04-12,15:01:00,"N/A","Huntress","Fortnite","SS Beach","N/A","Seb","Retrieve the Data Venture",2024,"Apr","Fri",15,"01"
835,"JTDoggzone",2024-04-14,04:15:00,"N/A","Hanzo","Overwatch","Shambali Monastary","Sage","Vixx","Role QP",2024,"Apr","Sun",4,"15"
836,"JJJZISO",2024-04-15,05:39:00,"N/A","Zen","Overwatch","Numbani","N/A","Vixx","Role QP ",2024,"Apr","Mon",5,"39"
837,"JQuerelle",2024-04-18,14:54:00,"N/A","Midsummer Midas","Fortnite","SS Forest","N/A","Seb","Build the Radar Grid Venture",2024,"Apr","Thu",14,"54"
838,"Jsmalls53",2024-04-18,15:00:00,"""can you dps do any damage at all""","Roadhog","Overwatch","Hanaoka","Monstrosity","Vixx","Small dick Jay Clash QP, 2nd sighting 2024",2024,"Apr","Thu",15,"00"
839,"jay",2024-04-19,19:15:00,"N/A","Viper","Valorant","Ascent","N/A","Seb","Swiftplay",2024,"Apr","Fri",19,"15"
840,"Jayyyyyy",2024-04-19,19:15:00,"""whyyyyyyyy it could've been 3 :(""","Killjoy","Valorant","Ascent","N/A","Seb","Swiftplay",2024,"Apr","Fri",19,"15"
841,"JBoBo09",2024-04-19,19:43:00,"N/A","Viper","Valorant","Split","Super Shy","Seb","Deathmatch",2024,"Apr","Fri",19,"43"
842,"cjb123yt",2024-04-20,18:42:00,"N/A","Widowmaker","Overwatch","Temple of Anubis","Rebel","Seb","1 Dad 11 Kids Custom Cassidy icon Endorsement 3 Mount Malevento namecard",2024,"Apr","Sat",18,"42"
843,"DJDWEED",2024-04-20,06:30:00,"N/A","Widowmaker","Overwatch","Busan","Vigilante","Seb","Queue Skirmish 76 icon Endorsement 5 Soldier 76 - Tier 3 namecard Soldier main",2024,"Apr","Sat",6,"30"
844,"pjjk1234",2024-04-20,06:31:00,"""and 420 chill""","Genji","Overwatch","New Junk City","Nomad","Seb","QP You Are Not Prepared icon Endorsement 4 private profile",2024,"Apr","Sat",6,"31"
845,"DJFOWLER",2024-04-20,15:41:00,"""Im not gonna lie to you sebbo absolutely not"" ""a real dj wins those""","Moira","Overwatch","Route 66","N/A","Seb","Fake DJ Jay Comp Lich King icon Endorsement 3 private profile",2024,"Apr","Sat",15,"41"
846,"jk7784",2024-04-21,04:58:00,"N/A","Mauga","Overwatch","New Queen Street","N/A","Seb","Queue Skirmish Happy Squid icon Endorsement 3 Sky Centurion namecard",2024,"Apr","Sun",4,"58"
847,"JJT",2024-04-21,13:46:00,"""gg""","Sojourn","Overwatch","Numbani","N/A","Richard","QP Wrestling icon Endorsement 3 Cyber Demon namecard private profile, 2nd 20240919 Dorado Skirmish",2024,"Apr","Sun",13,"46"
848,"jdplopenheim",2024-04-22,08:29:00,"N/A","Roadhog, Reinhardt","Overwatch","Samoa, Dorado","Disciple","Seb","Queue Skirmish (map switched) Brigitte Silhouette icon Endorsement 3 Rio namecard private profile",2024,"Apr","Mon",8,"29"
849,"GreenJL",2024-04-23,16:20:00,"N/A","Ruckus","Paladins","Magistrate's Archives","The Devourer","Vixx","Team Deathmatch ",2024,"Apr","Tue",16,"20"
851,"JKainIscariote",2024-04-24,11:01:00,"N/A","Fernando","Paladins","Splitstone Quarry","Has Fluffy Wings","Vixx","Siege, 2nd sighting 2024-07-11 Dragon Arena",2024,"Apr","Wed",11,"01"
852,"jmilly",2024-04-24,17:20:00,"N/A","Tracer","Overwatch","Eichenwalde","N/A","Richard","Comp",2024,"Apr","Wed",17,"20"
853,"JT MCBROSEPH",2024-04-25,18:35:00,"N/A","Grover","Paladins","Shattered Desert","We're so Buck","Vixx","Siege",2024,"Apr","Thu",18,"35"
854,"BJ232333 ",2024-04-28,10:23:00,"N/A","Sombra","Overwatch","Ilios Well","N/A","Seb","Minecraft Custom Vengeance icon Endorsement 1 private profile",2024,"Apr","Sun",10,"23"
855,"Jayson",2024-04-28,10:54:00,"N/A","Widowmaker, Bastion","Overwatch","Midtown","Hero of the Light","Seb","Mirrorwatch Sniper icon Endorsement 3 Amaterasu namecard private profile",2024,"Apr","Sun",10,"54"
856,"JMan",2024-04-28,16:35:00,"N/A","Cassidy","Overwatch","Petra","N/A","Seb","Queue DM Oni icon Endorsement 2 Synthwave namecard private profile",2024,"Apr","Sun",16,"35"
857,"vNotCJ",2024-04-29,18:02:00,"N/A","Bastion","Overwatch","Circuit Royal","Barbarian","Seb","Chill Kill Custom Goldbot icon Endorsement 1 Mumen Rider - Soldier: 76 namecard private profile",2024,"Apr","Mon",18,"02"
858,"Jayar010",2024-04-29,18:23:00,"N/A","Sombra","Overwatch","Malevento","Eldritch Nightmare","Seb","Queue DM Null Sector icon Endorsement 5 Hazardous Wasteland namecard private profile",2024,"Apr","Mon",18,"23"
859,"Jayem",2024-04-29,18:25:00,"""jay then em yurr"" ""gg"" ""huh""","Widowmaker","Overwatch","Route 66","Knight","Seb","MH 0 deaths Black Hole icon Endorsement 5 private profile",2024,"Apr","Mon",18,"25"
860,"DarkJ001",2024-04-29,18:32:00,"N/A","Ashe","Overwatch","Watchpoint: Gibralter","Assassin","Seb","MH Anniversary 2017 icon Endorsement 5 Nightfall Over Adlersbrunn namecard diamond 4 Damage plat 4 Support Soldier main",2024,"Apr","Mon",18,"32"
861,"JPKILLA",2024-04-29,10:44:00,"N/A","Bastion","Overwatch","Oasis","N/A","Vixx","SPELLING UNCONFIRMED Mirrorwatch no profile",2024,"Apr","Mon",10,"44"
863,"Jae_OnDat",2024-05-02,06:18:00,"N/A","Super Saiyan Rosé Goku Black","Fortnite","C5S3 Main Stage","N/A","Seb","Fortnite Main Stage Lead",2024,"May","Thu",6,"18"
864,"lukej1616",2024-05-02,11:04:00,"N/A","Anakin Skywalker","Fortnite","Twine Peaks","N/A","Seb","Rescue the Survivors mission",2024,"May","Thu",11,"04"
865,"Ljzim",2024-05-04,08:11:00,"N/A","Mercy","Overwatch","Shambali Monastary","Genji's Peace","Vixx","Role QP Witch icon Deathly Blossom namecard",2024,"May","Sat",8,"11"
866,"jbuff33",2024-05-04,14:06:00,"""some succeed and some dominate"" ""he is chat banned for slurs""","Moira","Overwatch","Samoa","Top 500 Role Challenger","Richard","QP",2024,"May","Sat",14,"06"
867,"DJTega",2024-05-05,11:45:00,"N/A","Zarya","Overwatch","Workshop Island (Night)","Jumpjet","Seb","Gun game no cd custom",2024,"May","Sun",11,"45"
868,"JPOK ",2024-05-05,12:11:00,"N/A","Rammatra","Overwatch","New Junk City","Disciple","Seb","Skirmish",2024,"May","Sun",12,"11"
869,"AsamiJRR",2024-05-05,14:56:00,"""broski. gg""","Inara","Paladins","Ascension Peak","5th Anniversary Celebration","Vixx","2nd sighting same day",2024,"May","Sun",14,"56"
870,"Jaypowder",2024-05-05,15:18:00,"N/A","N/A","Overwatch","Eichenwalde","Hero of the Light","Richard","Infection",2024,"May","Sun",15,"18"
871,"Jlxyfallout",2024-05-05,15:32:00,"N/A","Lex","Paladins","Bazaar","N/A","Vixx","Paladins",2024,"May","Sun",15,"32"
872,"JNPWSFW",2024-05-06,17:55:00,"""healers diff HUGE diff"" ""eat it learn how to heal as bap]""","Genji","Overwatch","Samoa","N/A","Seb","Quickplay",2024,"May","Mon",17,"55"
873,"HawaiiluvAJ-_-",2024-05-08,14:37:00,"N/A","Scuba Crystal","Fortnite","Plankerton","N/A","Seb","Repair the Shelter V-bucks",2024,"May","Wed",14,"37"
874,"Mockingjay",2024-05-12,18:04:00,"N/A","Lúcio, Ana","Overwatch","Suravasa","Mortal","Richard","QP",2024,"May","Sun",18,"04"
875,"Jayfoxifis",2024-05-16,06:55:00,"N/A","Zarya","Overwatch","Numbani","Officer","Seb","Queue Skirmish Ghostly Bride icon Endorsement 3 Mirrorwatch Villains namecard private profile",2024,"May","Thu",6,"55"
876,"Agentaj77",2024-05-17,15:08:00,"""huh""","Venture","Overwatch","New Junk City","N/A","Richard","NOT AgentAJ QP NB Flag icon Endorsement 3 NB Pride namecard DPS main 2nd 2024-05-17 Numbani",2024,"May","Fri",15,"08"
877,"Jrob",2024-05-18,16:08:00,"""boobs""","Ramattra","Overwatch","Havana","Peasant","Richard","QP cultured Jay",2024,"May","Sat",16,"08"
878,"JAZ",2024-05-19,12:57:00,"""JAZ are my initials"" ""gg don't look pls""","Ashe, Kiriko, Genji","Overwatch","Paraíso","Extraterrestrial","Seb","MH Reentry icon Endorsement 4 Mirrorwatch Overwatch namecard private profile",2024,"May","Sun",12,"57"
879,"pjmck",2024-05-20,11:23:00,"N/A","Doomfist","Overwatch","Malevento","Monstrosity","Seb","Queue DM Echo Silhouette icon Endorsement 4 Mumen Rider - Soldier: 76 namecard private profile",2024,"May","Mon",11,"23"
880,"JDO432",2024-05-20,15:58:00,"N/A","Soldier: 76","Overwatch","Eichenwalde","N/A","Seb","Queue DM Overwatch Dark icon Endorsement 1 private profile",2024,"May","Mon",15,"58"
881,"BlueJy",2024-05-20,15:58:00,"N/A","Echo","Overwatch","Petra","Overwatch Agent","Seb","Queue DM Mocca icon Endorsement 5 Asexual Pride namecard gold 3 Combined gold 2 Tank gold 4 Damage gold 1 Support",2024,"May","Mon",15,"58"
882,"Jweshaa",2024-05-20,16:10:00,"N/A","Mercy, Ana","Overwatch","Dorado","Bounty Hunter","Seb","QP Ashe icon Endorsement 4 ANTIFRAGILE Kira-Kira namecard private profile",2024,"May","Mon",16,"10"
883,"Jay",2024-05-21,17:04:00,"""do you run into jays this often"" ""am none of previous, but enjoy the survey"" ""if it helps i usually go by ""JJ"", this acc is just ""Jay though"" ""adding to survey results :3""","Reinhardt","Overwatch","Lijiang Tower","N/A","Richard","QP ",2024,"May","Tue",17,"04"
884,"JAE",2024-05-21,17:22:00,"""head? :3""","N/A","Overwatch","Junkertown","Hacker","Richard","Spectator Jay Hero Mastery: Gauntlet icon Endorsement 2 Mirrorwatch Overwatch namecard private profile, possible 2nd spotting 20240914 3:56 PM",2024,"May","Tue",17,"22"
885,"Aje",2024-05-22,06:51:00,"""gg""","Junkrat, Tracer","Overwatch","Numbani","Hero of the Light","Seb","QP Crimson Clown icon Endorsement 5 Pulse Pistol namecard plat 2 Damage Junk main",2024,"May","Wed",6,"51"
886,"JJigs",2024-05-23,18:10:00,"""commin for you"" ""oh someone mad"" ""lol I know that hurts"" ""lucky"" ""run ham run""","Sombra","Overwatch","Colosseo","Monstrosity","Seb","Weirdo Jay QP Eye of Fear icon Endorsement 2 Cornered Beast namecard gold 4 Tank plat 5 Damage plat 4 Support, 2nd 2024-08-05 Oasis",2024,"May","Thu",18,"10"
887,"harrisj16",2024-05-23,18:12:00,"N/A","Lifeweaver","Overwatch","Colosseo","Nocturnal Creature","Seb","Same match as JJigs Skullcap icon Endorsement 5 Cosmic Skyline namecard diamond 3 Support Moira main",2024,"May","Thu",18,"12"
888,"JJAMM927",2024-05-23,04:52:00,"""since the beginning""","Havoc","Fortnite","Stonewood","N/A","Seb","Ride the Lightning PWO",2024,"May","Thu",4,"52"
889,"JAYSO",2024-05-26,11:20:00,"N/A","Junkrat","Overwatch","Suravasa","N/A","Mac","SPELLING UNCONFIRMED QP",2024,"May","Sun",11,"20"
890,"jjohnknee",2024-05-27,12:36:00,"N/A","Mercy","Overwatch","New Queen Street","N/A","Seb","QP Laurel Wreath icon Endorsement 3 private profile",2024,"May","Mon",12,"36"
